x,y,Fmax
0.0,0.0,6.0
0.0006283813688548441,0.043427104569953516,6.0
0.0012567627377096883,0.0868332241010481,6.0
0.0018851441065645324,0.13019738401144762,6.0
0.0025135254754193766,0.17349863062800763,6.0
0.0031419068442742207,0.21671604162723856,6.0
0.003770288213129065,0.2598287364602184,6.0
0.004398669581983909,0.3028158867561167,6.0
0.005027050950838753,0.34565672669900427,6.0
0.005655432319693597,0.38833056337263683,6.0
0.006283813688548441,0.4308167870679167,6.0
0.006912195057403286,0.47309488154775714,6.0
0.00754057642625813,0.5151444342640957,6.0
0.008168957795112973,0.5569451465218289,6.0
0.008797339163967818,0.5984768435844661,6.0
0.009425720532822663,0.6397194847163341,6.0
0.010054101901677506,0.6806531731561956,6.0
0.01068248327053235,0.7212581660171782,6.0
0.011310864639387195,0.7615148841079564,6.0
0.01193924600824204,0.8014039216701585,6.0
0.012567627377096883,0.8409060560270286,6.0
0.013196008745951726,0.8800022571384079,6.0
0.013824390114806571,0.918673697057155,6.0
0.014452771483661416,0.9569017592821758,6.0
0.01508115285251626,0.9946680480032852,6.0
0.015709534221371103,1.0319543972331833,6.0
0.016337915590225946,1.068742879821884,6.0
0.016966296959080793,1.1050158163489985,6.0
0.017594678327935636,1.1407557838893356,6.0
0.01822305969679048,1.175945624647358,6.0
0.018851441065645326,1.2105684544560817,6.0
0.01947982243450017,1.2446076711361038,6.0
0.020108203803355013,1.278046962710491,6.0
0.020736585172209856,1.3108703154713552,6.0
0.0213649665410647,1.3430620218940124,6.0
0.021993347909919546,1.3746066883946941,6.0
0.02262172927877439,1.4054892429278838,6.0
0.023250110647629232,1.4356949424194065,6.0
0.02387849201648408,1.46520938003151,6.0
0.024506873385338922,1.4940184922562458,6.0
0.025135254754193766,1.5221085658335636,6.0
0.02576363612304861,1.5494662444906082,6.0
0.026392017491903452,1.5760785354988172,6.0
0.0270203988607583,1.6019328160454993,6.0
0.027648780229613142,1.6270168394166806,6.0
0.028277161598467986,1.6513187409880978,6.0
0.028905542967322832,1.6748270440213187,6.0
0.029533924336177676,1.6975306652620787,6.0
0.03016230570503252,1.7194189203380126,6.0
0.030790687073887362,1.740481528953078,6.0
0.031419068442742205,1.7607086198760673,6.0
0.03204744981159705,1.7800907357207092,6.0
0.03267583118045189,1.7986188375149776,6.0
0.03330421254930674,1.8162843090573317,6.0
0.033932593918161585,1.833078961057713,6.0
0.034560975287016425,1.8489950350612612,6.0
0.03518935665587127,1.8640252071527943,6.0
0.03581773802472612,1.8781625914402342,6.0
0.03644611939358096,1.891400743315269,6.0
0.037074500762435805,1.903733662489651,6.0
0.03770288213129065,1.9151557958056582,6.0
0.03833126350014549,1.9256620398193562,6.0
0.03895964486900034,1.9352477431554211,6.0
0.03958802623785518,1.943908708632396,6.0
0.040216407606710025,1.951641195157383,6.0
0.04084478897556487,1.9584419193892812,6.0
0.04147317034441971,1.9643080571698135,6.0
0.04210155171327456,1.9692372447216937,6.0
0.0427299330821294,1.973227579613415,6.0
0.043358314450984245,1.9762776214902624,6.0
0.04398669581983909,1.9783863925712604,6.0
0.04461507718869393,1.9795533779119114,6.0
0.04524345855754878,1.9797785254326792,6.0
0.045871839926403625,1.9790622457133051,6.0
0.046500221295258465,1.9774054115531667,6.0
0.04712860266411331,1.974809357298004,6.0
0.04775698403296816,1.9712758779334654,6.0
0.048385365401823,1.9668072279460398,6.0
0.049013746770677845,1.9614061199520694,6.0
0.049642128139532685,1.9550757230956504,6.0
0.05027050950838753,1.9478196612163554,6.0
0.05089889087724238,1.9396420107878214,6.0
0.05152727224609722,1.9305472986283787,6.0
0.052155653614952065,1.9205404993849962,6.0
0.052784034983806905,1.9096270327919562,6.0
0.05341241635266175,1.897812760705769,6.0
0.0540407977215166,1.885103983917966,6.0
0.05466917909037144,1.8715074387475186,6.0
0.055297560459226285,1.8570302934147445,6.0
0.05592594182808113,1.8416801441986785,6.0
0.05655432319693597,1.8254650113799922,6.0
0.05718270456579082,1.808393334971657,6.0
0.057811085934645665,1.790473970239662,6.0
0.058439467303500504,1.7717161830161956,6.0
0.05906784867235535,1.7521296448078092,6.0
0.05969623004121019,1.7317244277011956,6.0
0.06032461141006504,1.710510999069303,6.0
0.060952992778919884,1.68850021608062,6.0
0.061581374147774724,1.6657033200145626,6.0
0.06220975551662957,1.642131930385994,6.0
0.06283813688548441,1.617798038882006,6.0
0.06346651825433926,1.5927140031141858,6.0
0.0640948996231941,1.5668925401896863,6.0
0.06472328099204895,1.5403467201045125,6.0
0.06535166236090378,1.5130899589625217,6.0
0.06598004372975863,1.4851360120237291,6.0
0.06660842509861348,1.456498966585597,6.0
0.06723680646746832,1.4271932347010639,6.0
0.06786518783632317,1.3972335457371603,6.0
0.06849356920517802,1.3666349387781327,6.0
0.06912195057403285,1.3354127548770833,6.0
0.0697503319428877,1.3035826291601957,6.0
0.07037871331174254,1.2711604827877112,6.0
0.07100709468059739,1.2381625147758661,6.0
0.07163547604945224,1.204605193684101,6.0
0.07226385741830707,1.1705052491718864,6.0
0.07289223878716192,1.135879663429605,6.0
0.07352062015601676,1.1007456624879781,6.0
0.07414900152487161,1.065120707410577,6.0
0.07477738289372646,1.0290224853740395,6.0
0.0754057642625813,0.9924689006406431,6.0
0.07603414563143614,0.9554780654279595,6.0
0.07666252700029098,0.9180682906803508,6.0
0.07729090836914583,0.8802580767471289,6.0
0.07791928973800068,0.842066103972226,6.0
0.07854767110685552,0.8035112232002904,6.0
0.07917605247571036,0.7646124462041433,6.0
0.0798044338445652,0.725388936038571,6.0
0.08043281521342005,0.6858599973254901,6.0
0.0810611965822749,0.6460450664754976,6.0
0.08168957795112974,0.6059637018509114,6.0
0.08231795931998458,0.5656355738753931,6.0
0.08294634068883942,0.5250804550952755,6.0
0.08357472205769427,0.48431821019775645,6.0
0.08420310342654912,0.4433687859911152,6.0
0.08483148479540396,0.4022522013521359,6.0
0.0854598661642588,0.3609885371459414,6.0
0.08608824753311364,0.3195979261234368,6.0
0.08671662890196849,0.2781005428015866,6.0
0.08734501027082334,0.23651659333173083,6.0
0.08797339163967818,0.19486630536117913,6.0
0.08860177300853303,0.15316991789329046,6.0
0.08923015437738786,0.1114476711512647,6.0
